trip_id,distance_meters,duration_sec_taken,duration_sec_optimal,origin_lat,origin_lon,destination_lat,destination_lon,polyline
bf180c01-ee31-4d80-802a-0782b2e3c80a,231,28,16,53.9207466,-1.151838,53.920417,-1.1487416,ukbhI~}_FBAB?BAB?B@@?B@B@b@}@BMBMDY@W@q@?uAAeACaAAk@GiAAU?U?o@
bf180c01-ee31-4d80-802a-0782b2e3c80a,10638,576,377,53.920417,-1.1487416,53.9526981,-1.0119627,sibhIrj_FKiBIgBIgBCqACeACqAAgBAiC?eCA_C?eCAiCCwBE_BGmBKkBIqAKgBMsACYIs@Gs@MgASoASgBUoBWwBY_COoAIw@Y{BSiBg@iEWcCi@gFY{C[{DQaCKwA[sEWuEm@oLu@oN]gGg@kHK}AM{Ac@cF[}Co@yFm@wEM_AM_AQiAMw@U_Be@uCs@eEkA{GcBqJ]wBc@kCq@eFg@eEW_C]yD[uD[yEUgEOwDK_DI_CEiCEwDC{D?kB@eA?wAB}CD_DDeCH{CLcDHyBJkBFmAR_DJsAF}@JkAJkAp@qIl@}GZoDXcDbA_Ld@iFZwDLyAR{BXsDDg@t@wInAoOl@sHT}CLqBLgCJuCHyC@uA@gA@qA@q@?s@?mA?}@CkAAoACaBE{AGsBGmAMcCIaBOiBGw@Gq@OgBW_C?CUoBa@qC]_C_@gCg@gDk@oDYeBQeA[gB}@aFq@mDo@gDw@}Do@uCy@yDmAkFmAiFkAsEcAyDcAwDqF_RkAwDCKAMm@iB}@cCa@cAk@uAm@uAs@yAsAmC[m@uAaCuAwBy@mAaAqA_AmAiCyCeEsE_DiDoCuCwEeFaFoFaL}LmBqB}AeB}AcBaBeBkBsB}AeBcAgAw@w@u@y@u@{@w@y@sAuAs@s@k@i@k@g@g@c@eAy@m@c@m@_@y@i@k@[}Aw@eAe@w@Yu@Ys@SICoBe@k@K
bf180c01-ee31-4d80-802a-0782b2e3c80a,404,472,33,53.9526981,-1.0119627,53.9561627,-1.0129425,kshhIvsdEg@F]?OAQ?i@A]@]BkAHqHv@UDMDMDIDEDEHEFEJGTKd@
bf180c01-ee31-4d80-802a-0782b2e3c80a,4981,578,315,53.9561627,-1.0129425,53.9502345,-0.9421681,_iihIzydE@n@Kb@ELGPOZIJGFGDIDIBKBK?QAICICQIQUKSG[COE]E_@Ca@EgAQeCOeC?_@@SBUD]FSFOHQJSPOFEHEDAVy@Pk@@IFi@@c@@e@?c@A]?]Cu@EgA@UI_AQuBKeAGo@Ci@C[Aa@I}AE}ACq@EeAGaBKgDEsACaB?aBBq@B{@D{@Dg@Dy@B[Fm@Fi@TeBVgBl@yDz@}F`AwGd@gDT}ALiAJaAJaAJiANcBLeBFq@HoADw@FuAJ{BB{@FmB@q@DkCBeC@_B?y@AqB?m@CcCGeCCgAK{C]qHCg@GsBA]AiAAi@AcA?k@@kBDsB@i@@m@FsAJ_BDaA\kFf@qITcDT}DXsEFkAZqFFw@l@sJJkBTsDj@_Jb@sHZ{E^kGLgBF{@JsADi@TqCR}BVwCTiCv@{IToC\uDNgBXgD\}DZcDL{ADe@pA{NPgBPgBNqAJ}@NgAT}ABUl@oD
bf180c01-ee31-4d80-802a-0782b2e3c80a,1730,638,106,53.9502345,-0.9421681,53.9351664,-0.9435853999999999,}chhIp_wD`@VDFB@DBFBN?XCrAWt@Kx@E`@A^Dt@LdDdAnDrAfBr@x@`@`@PLDPD~AFlBRp@DV@xBPr@PdAb@zAZjARdBRrC`@r@FpBLn@PrAz@f@PhBHbCBnA?d@Kv@k@rBqBfBaB`Ao@n@Y
bf180c01-ee31-4d80-802a-0782b2e3c80a,616,229,58,53.9351664,-0.9435853999999999,53.9350549,-0.9342008,yeehIlhwDCgACaCCiG?{A?m@HaBB_ADkFFaIDqGBoBBw@As@Cy@
66740265-f09d-4c8b-ae11-bcce1326113a,637,326,40,54.0022325,-0.7079816,54.0010132,-0.717463,}hrhIzgiCd@hDThBRfBRrB^tF^hFXlEPzCHtBFjAHbCBrCBrA
66740265-f09d-4c8b-ae11-bcce1326113a,262,285,52,54.0010132,-0.717463,54.00331689999999,-0.7166513,iarhIbckCiAYeCw@iEmA]CU@
66740265-f09d-4c8b-ae11-bcce1326113a,13702,893,736,54.00331689999999,-0.7166513,53.99199489999999,-0.9171524,worhI`~jCb@tCPhA~@fGl@nDdAbGX~Af@zCv@pEh@`DF\PfA\nBV~APjARlAXbCPdBNdBFrAFrB@\@j@@rA?hAAn@?d@Aj@Cf@Ct@Ct@IzAEr@IzAI|AGpAUnD[vFQzC_@|GWpEKfBOfCMbC]dGOhCWrDMpBGpAEdAE|AAnAApA@nCFpFF|ED|B?TBxB?HB|B@pB@f@@`BDjCBbBDxABt@Dr@Dn@Db@@VBVDf@Fl@Ht@JdAT~BPnBPrBJzAHfAHnAHdBHlBDjA@f@FlBBx@VhHd@bMHdCB|@@`@Bt@FhCFbC@jA?hBAhBChCAtA?`A?`A?X?^@j@@d@Bn@Bv@Df@Bd@Dd@RhBRbBR|AJlAHx@F`ABl@Br@@z@Ah@At@Cp@KtBO`DK`BIhBKlBEjAEfAC|@AtAApA?bABhADnAB|@?l@?p@Ax@E|@Cl@Cb@C`@KrACt@Ch@Ax@?t@AjBAlBG`CEjAAz@?l@?X?X@R@V@^BVDVFZJf@`@vA^rAb@zAHXL`@Lf@R`AF^F^BZDd@Bf@@P?L?X@fB@fC?xA?dC?tDApCClDAvAA|ACnACp@APAREd@E\EVK`@ENCDITQ`@U`@QXGPENEVAN?N?R?N@RFf@F`@NjAJv@Fn@Dd@BX@X@ZBfB?z@@l@B|ABjBBxA?t@Bh@?Z@RB^HlADt@HlAJlCDdBBr@B|AB~@FlB@\@d@DfAFrBL|CJfCJzBBlABl@@|@?j@?h@Cd@GnAMnAEx@Ev@C`A?bA?v@@\?VB^@f@Dp@F~@PdCPfCFv@NbCHrAHpADr@Bx@Dz@@r@H~CBxABjCB`BBtA@lAB|ADpBBjABhADdADbAFlBRnELpEBl@BrADhAB~AFzB@n@Bh@Dz@Bn@HbAF~@LpBDh@NrBH`AH`ANxAP`BLhALnANjANnAFj@Df@Fr@Fr@J`BJtADj@BXBXF^D^BTF^J`AHr@@VBR?J@N@^?R?V?NATA`@Ed@G~@Gv@E^AR?JAJ?J?RAZ?d@AlAAxC@fC@pCBdBBz@@d@@t@F~ABp@JvBFbBDx@@d@@\?h@@j@?h@?^A\A^ANAPALATC\Ix@Ix@[vCWnC[nDMhAOvAKx@S`BYzBe@rDc@jD[|BQxACXK~@Gr@Cb@CVEt@El@Ef@Et@Cp@Eh@MnCAb@Ch@ItACb@Eb@CT?BKbA_@zC?BM`AE\Gh@K|@Gl@El@E`@C\E^Ep@ALARAL?HC\?PAXCv@APCb@ANANANALI|@APWdCo@dHYpCIx@UfCGv@Eb@E^Cb@CZAd@?`@?j@@^Bt@Bj@Fz@HfAJbAJjAj@nFRhBRfBPzAFr@Hp@Df@Ff@Dj@Dr@Df@F|@D~@DdAHfAFv@Fh@Ff@Hb@Lt@H\VjAT|@FVVdAPp@Nl@Rr@HZJ\FT^fAd@rANf@Nd@Rn@HVHZDNDRNt@@BL|@Fh@Fn@J`AFt@J|@Hv@D\FVBNJd@Pp@V`AVbALp@DRFb@F\Hl@NtAD`@l@bFdAnIJx@f@xDn@fFBX|ApLfAjIL`Ad@hD^pCDXd@jD@HBRDRBPBNDNDLDLDJFJFJFJFFFFLJZX^\FHDFZ`@DHLRDJT^HNFNTf@@BXp@HRDLFXDNFPBPBNBLBNBP@TBZ@X@Z@^?L?F?VA\?HCPCTCHI^AR?N?PB^Df@Jt@DVBLHd@BP@H?P@J?F?DAF?DAFADCFKLIHi@f@UPGF]XEFWTEFGHCFEHCLCP
66740265-f09d-4c8b-ae11-bcce1326113a,972,287,82,53.99199489999999,-0.9171524,53.9990572,-0.9210299999999999,}hphIdcrDEKACCEAECIKc@Ge@CUGa@CUCKCIEKISQ_@OWSUCC]YCA[SY[QSMKGCEAGAG@IDCBMLYf@m@z@WZ}@|@c@f@y@lA{@rA{@hAaAjAiCtC_@\[T}@n@c@\kAjAs@p@o@x@aAvAq@v@MJYNa@L
66740265-f09d-4c8b-ae11-bcce1326113a,388,551,32,53.9990572,-0.9210299999999999,54.0011781,-0.9163331000000001,cuqhIl{rDKe@EOW}@Uq@_@aA[y@eAuCkAwC_@cAkAeDm@qB
66740265-f09d-4c8b-ae11-bcce1326113a,2553,681,180,54.0011781,-0.9163331000000001,54.0203533,-0.9349995000000001,kbrhI`~qDyAlBa@f@kAbB}@pAm@bAu@lAw@vAe@r@c@j@q@j@gA|@s@j@_Av@kA`AKHA@MZIXGZGZINILOPOHg@H]@[@O?O?]EOCKAG?E@A@G?E@SLQVGJc@vAIb@Qv@M`@ITKTMTs@|@iAvAk@r@SZa@x@KZCFY`AOl@Ot@G^Kp@Kf@GXEJINGFMHSBO?UBK?[Jk@\}@h@o@l@YZ]f@Yb@Wh@]h@a@j@QVa@t@[z@Sf@Sb@OVMNSRYRQJUH[Hw@D}@Lc@LqBp@sChAcCv@k@RiAb@a@Rw@p@c@d@m@n@e@h@ORQPSNGDIDQDKBK?G?M?OBe@Da@FWF_@NWR]Xo@l@_@^QN_A`Ag@d@EDc@`@[^
66740265-f09d-4c8b-ae11-bcce1326113a,2619,498,183,54.0203533,-0.9349995000000001,54.04161879999999,-0.9485506,ezuhIvruDYU]_@WQIGKEQESAI@cAJc@D{@He@D_@BYF_@H_@FSFi@T{At@gAj@]RUNeAz@uBlBsBdB_@XeAr@_@Ts@^kDdB}BjAwAp@u@^a@Pu@d@]Ve@\SHk@Tc@Re@TMH]REB}@j@u@f@gAr@k@\aB|@w@`@w@b@e@Vi@R_@Je@LI@OBGBE@uAl@}Ab@g@Pk@Jk@NSFSFi@Tc@JOBI?[@S@QASA[CSA[Ea@?O@Q@ODUH_Af@}@d@wAv@gAr@a@Zq@l@[\sAzAy@dAeD~DY\OPKPMPIVELCNETIn@Kr@WlBGd@G^Md@
66740265-f09d-4c8b-ae11-bcce1326113a,410,250,31,54.04161879999999,-0.9485506,54.03903709999999,-0.953035,c_zhIlgxD`AnBzBvE`AtBpDrHpAnC
66740265-f09d-4c8b-ae11-bcce1326113a,813,430,52,54.03903709999999,-0.953035,54.0453497,-0.9588909000000001,_oyhIncyDcEpHu@zA]j@EFe@v@aBfBeGnFg@b@c@^s@d@E@qAn@e@ReGtB}@X
66740265-f09d-4c8b-ae11-bcce1326113a,1444,308,101,54.0453497,-0.9588909000000001,54.0567472,-0.9680186,mvzhI`hzDyAh@i@FcABmFGe@FmBRu@LYL[PGFKJGFEFeBvBk@p@iAfAi@j@mAhAk@j@{@x@c@b@c@f@c@p@[j@_@p@O\MVc@~@g@~@Ub@Yh@o@jAaBnCq@~@e@j@_@\]ZIFo@Ta@JQHUF_@PQJUNe@Z_BjAwCbC
66740265-f09d-4c8b-ae11-bcce1326113a,723,288,51,54.0567472,-0.9680186,54.0623624,-0.9735123,u}|hIba|DEDqAfAgJlHgA|@IHo@j@aA|@k@d@w@t@MJKJSRoApAaA`AOLCBKLEBKJQRUZKPQZUd@Uf@Ub@
66740265-f09d-4c8b-ae11-bcce1326113a,574,607,34,54.0623624,-0.9735123,54.0660529,-0.9796704,w`~hIlc}DyFbLgNjX
66740265-f09d-4c8b-ae11-bcce1326113a,524,45,26,54.0660529,-0.9796704,54.0693002,-0.9854768999999999,yw~hI|i~DmA`CqGnMsAfCEF_@t@e@bAi@rA_BxE
66740265-f09d-4c8b-ae11-bcce1326113a,1215,627,65,54.0693002,-0.9854768999999999,54.0739003,-1.0018688,cl_iIfn_Es@`CeAtD{@tC}@`D_ArCOd@KZK\Ol@Md@Kj@UxACZWtBu@tGQtAUtBGd@UtBGr@C\Al@EfBAvA?b@?h@?n@?l@Ad@?^Cd@AVARC`@CVCVETANERAFGXKZKVUf@Wf@[p@GPUj@o@fBaAlCi@vACJ
66740265-f09d-4c8b-ae11-bcce1326113a,1468,544,125,54.0739003,-1.0018688,54.0833813,-1.0126497,{h`iIttbEk@xAa@fAg@zAYbAWv@k@~AABUh@Yn@o@pA]r@Qb@KZKZOn@[vAe@pB]|AQt@Uz@Qj@Mb@ETGXGf@Ih@Gh@E`@GZIXUh@KZKXIXK`@Kd@Mz@Mp@GRMj@St@_@pACHU|@M\OZOTWV[NcBn@_APw@Hs@@u@Ek@GICiCk@sIcCq@QIAGACAYECL
66740265-f09d-4c8b-ae11-bcce1326113a,283,70,45,54.0833813,-1.0126497,54.0858058,-1.0113888,cdbiI`xdEIKCCCCCCAAECCCUIUISI{@]aHkCe@Q
66740265-f09d-4c8b-ae11-bcce1326113a,526,254,56,54.0858058,-1.0113888,54.0891516,-1.0067841,isbiIdpdE{B}@iBs@}@]AACAECECCEEECCCCAECCAECGAGAEAGAGAG?GAOEm@E_AIaBCm@?GAIAM?MAKCIAKCKESGQKUIOIOEGCEIKMM[Ye@_@]Yo@a@GMIMIIUY
66740265-f09d-4c8b-ae11-bcce1326113a,145,76,16,54.0891516,-1.0067841,54.0904372,-1.0066372,ehciIjscEKGCCECECEACACAC?AAC?C?c@GE?]Ca@?Q@a@Bk@D
66740265-f09d-4c8b-ae11-bcce1326113a,3983,439,279,54.0904372,-1.0066372,54.1015781,-1.0617118,gpciInrcE?FA@ABA@A@C?CZKhAI|@Ij@Eb@Gb@GZG\YjAGTGRWz@a@jAWt@CDAFEHQZGJGHEFGJCDMRIRCDABCHCFCFCJEJCPENGTANERKz@AL?FAHARAPAXARA`@ARAR?PARANAJ?LCTAJADAHALCLCJERMn@Kh@EPCNAPCPANARAL?PAJ?N?L?Z@d@BhB@z@?T?L?d@?PAR?NAPA`@GlAGnAAD?JGjBAJ?LA`AAbAAV?HEr@AHGbAAJ?FIv@U`Ca@fEQfBQ~ASjBOrAAHCJIv@KhAE`@AF?DE^ALIfA?DADAFAHCFAF?BADCDCHA@ABINEFEFABEBOL]ZMHGHKHKJGFGFIJEDEFMNILCDCFW^QZOZCFCDO\CDCFKXSl@CDADMb@Qj@Mh@ADCD[~@ADADQb@CFCBMZEFABWb@KXGLO^ELEJCJADABADADCFAJCPETEVARCTCTEp@Cp@Et@Cp@Aj@Eh@?PAFAD?FAHEVIb@ERGRGRKTEFEJe@v@_@l@i@z@KZEJCHAFCHAHAFAHAFAJCRANAPC\Ct@EjAAn@ExAC`AG~AGrBEjBAP?L?F?H?L?R?N?N?J?J@J?J?F@N@NBR@R@HBTBTD\Fj@Fb@Dd@@Z@N?L?PATAVE\AD?DERETERGVU|@[jA[lAWz@CNEPAJERCTCTAVATA^AXGhC?d@OdDIl@Gh@Mf@g@nAMVCJERE^Ed@QxCUlEEnBA`AE`FBxA@pA?p@Cz@Gz@Gp@Qx@K\M\STONIHMNQRMRQ`@aAfCY~@Ol@Gj@Cl@CzAEr@Ir@UxBEj@Cv@Ab@AT?d@BnADpADl@B`A?zAAfA
66740265-f09d-4c8b-ae11-bcce1326113a,1084,255,97,54.1015781,-1.0617118,54.1051098,-1.0758335,{ueiItjnEWd@YLuAvAy@|@EHOb@}@pCYt@a@lAY`Ai@xBkAjEQn@Mb@[f@i@b@c@n@Od@Op@ABKt@GpAA|ADrCL`DJhD?jAEtAInBI`AK|@OlASxACZAZA^@d@Bn@LvC
66740265-f09d-4c8b-ae11-bcce1326113a,1241,235,129,54.1051098,-1.0758335,54.1152344,-1.0732722,}kfiI|bqEwAQcAMmAYy@Yi@W[Sk@e@gAaAs@m@c@c@{@cAo@y@QWa@a@o@o@eCaCo@q@mAoAs@w@]_@OMECIEGCI?G?G@KDMHQPS\cBlCaAvAMJKFMFSHQBkAJe@F_Cf@sAXy@JWDO?SAUAcA[
37332d8b-e0bc-48c0-ab16-0c472ebce588,591,567,32,53.88975440000001,-0.9841456000000001,53.8931339,-0.9772139999999999,}i|gI|e_E_C_GkB{EiA}COi@GWMg@i@iBMa@Sg@EKgAwCaB_Ea@y@EKIKGKQQ
37332d8b-e0bc-48c0-ab16-0c472ebce588,3690,300,212,53.8931339,-0.9772139999999999,53.9078703,-1.0246491,a_}gIpz}DFr@Fr@@l@@X?b@AZARCt@C`@Ed@Gf@EXKb@Kb@M`@KT]t@g@v@k@|@sApBk@z@MPe@~@yAnDm@dB]hASz@Qv@SfAITGLEJKPKJIFKFQHSFi@RMFiAj@i@Xy@b@yC~AQNKFONKJOPS\_AzAw@vAs@lAsAzBo@fAWb@Yj@[r@Ul@Qh@ITOl@Ol@On@Ox@WdAkDzPSx@g@pCQ`ASlAYpBoAfLk@lFQ`Bc@rDQhBgEf`@u@xGoBfQGf@Gl@WrC]xCQ~AMjAK~@CNMpAGf@Gd@Kt@Mp@[zAMl@WnAKd@Kr@Gb@E`@Gf@E~@Ef@OhCOvCI|AKzAIbBGpAInAE~@Cr@E|@Al@At@CpA
37332d8b-e0bc-48c0-ab16-0c472ebce588,1745,536,106,53.9078703,-1.0246491,53.91178650000001,-1.0502523,e{_hI`cgE?BAv@Cl@Ad@Ep@K~@QxAQzAK`AK`AKlAGz@MnAOrAQpAa@vCa@nCa@nCStAGd@G^K|@MfAKj@]pB?DMr@E^Ij@Gj@Gh@Gv@KnAEp@GfAK`BGx@Cl@C`@Cf@E|@O`CEv@AVG`AEp@KbAGj@Eb@K|@Kn@Iv@QpAGj@Q`BEZCTEh@Cj@C^?P?b@A`@Ah@?h@?b@Al@Ad@Cd@A\E`@CVCVGd@AHI`@Kn@Ox@Kn@Gd@EXE^Gl@Eh@G`AErAEbAAjAAt@?n@?l@@`@@P?L@x@
37332d8b-e0bc-48c0-ab16-0c472ebce588,1728,640,132,53.91178650000001,-1.0502523,53.9239362,-1.0660275,us`hI`clEWFMDUFUHk@Vm@\WP[Vq@v@g@n@g@bAi@nAa@|@}@nB_AdBw@rAWb@o@jAk@`AiB~CuC`Fe@x@[h@Yh@e@`A]v@{AbDeGvMu@|A{AhCu@hASXa@h@i@j@a@d@{@x@u@r@a@XMJw@h@o@b@OJ}@b@UJIPEDEBEB_@PkBbA_@ZMRUj@
37332d8b-e0bc-48c0-ab16-0c472ebce588,582,536,39,53.9239362,-1.0660275,53.9261394,-1.0736969,s_chIteoE?H?J?HAHAHCHAFAHEDCFCDCFEBCDEBE@C@C?A@C?C?C?C?C?YZW\QZKRKVGTETG\QbB]zC[~BYvBS`BMz@_@vCKdAGj@c@`FAFQf@
37332d8b-e0bc-48c0-ab16-0c472ebce588,5353,491,192,53.9261394,-1.0736969,53.91977,-1.1528117,kmchIrupEi@jG_@hE}BlWmArNCTc@jFGl@IfAKfAEt@OpBEl@Et@Gx@Cn@KlBMnCIjCI~CG`CA`BC|AAdAAxE?lDB`DH|FJpDNpEN`DN~BNbCVrDFr@TbCXxCPvBRpAn@zEp@pEZhBf@tCfCvNjAdHz@pFJv@N~@L`Ar@~Fj@`FLjA`@pELvAJpA@HB\BX@Vv@hLRzDHfBTzDN~Ch@fKFx@VvEN~BHrAPtBd@~FVxCLpAN~Ad@nEVrBTpBTdBRhBZlCZhCf@rD`@jD`@rDFn@BZFp@P`CDr@Dt@FpAF|AB~@BnA@nA@pA@nA@jA@pA?nA@lA?pA@lA?r@@pA@lABlADnADpAFnABr@Fz@JdBJnALfBPhCJnAZvFLvB
37332d8b-e0bc-48c0-ab16-0c472ebce588,282,212,21,53.91977,-1.1528117,53.9191878,-1.1524105,qebhI`d`FFH@B@B@FDh@Fl@Hd@BLFPLVLNFDFDNBJ@HAFAJEJGHKLOLUF[BUBQ?Q?MAUAOCOAGEOCIGMEGEIIKQKICGAOC
37332d8b-e0bc-48c0-ab16-0c472ebce588,146,519,13,53.9191878,-1.1524105,53.9204945,-1.1524493,}abhIpa`FoAGwAE]?_@FMBOH
37332d8b-e0bc-48c0-ab16-0c472ebce588,1916,302,103,53.9204945,-1.1524493,53.93599039999999,-1.1447632,ajbhIxa`FCBADCBCBABCBC@C@C@A?A?A?C?A?A?CACACACCCCCCCEAEAGACAEAE?EAE?E?E?IUuAIg@_@y@We@e@{@MSWa@Ye@c@o@g@s@oA{Aw@_AcAsA_AiAyAkBaAiAgByBo@u@m@q@u@s@w@s@y@m@YU_@Ua@YWM]S]Qk@Wy@[g@Qg@Qm@O_AS_@G]Go@G_@E_AEk@CqA?{AFcCLyEVK?aBJyCNK@}@DS@yAH[@{@Dw@Dw@FcA`@
37332d8b-e0bc-48c0-ab16-0c472ebce588,4193,667,237,53.93599039999999,-1.1447632,53.97245729999999,-1.1436388,}jehIvq~EABAB?BABA@ABA@ABCDCDEBEBEBE@E?C?E?EACAECCCCCEEAEuA_@m@B_BHg@D[BaCXe@F{AXG?}Bb@uAVuAV}@N}@R}@No@LaAN}@Pg@JeBZkAT_APmATaAN_APo@LmAT}Bb@_BZmAR}B`@}@R_BV}AZoATmB\mATqATm@J}AZmB\_BXmAToAV_ANmATmB^mCf@qB^CHC@A@CBMHMDKB?@A@?@?@A@?@A@A??@A@A??@A?A@A?A?A?A?A?A?A??AAAA?AAAA?AAA?AA?]EC?CAEGk@D_BLqAL_BLoAJoBNkBNeBNoAJo@FqAHw@@Y?_@A_@C]Ck@Gg@I]I]Im@Sc@O]O]Q]S_@Sg@]]Wm@g@u@k@CE{BaBuAgAeBoAuAeAiAu@iAy@yAaAcAs@oAw@wBuAyA}@gC{AeCwAmAu@{CaBQAK?KCKC
37332d8b-e0bc-48c0-ab16-0c472ebce588,3821,543,206,53.97245729999999,-1.1436388,53.980746,-1.1995636,{nlhIvj~E?@A?A@?@A?A??@A?[vBIxACZCbAIpDCr@CZC\CPIj@In@A@e@|C[pBSxAEZIr@MjAYpCSnBUzBSfBQhBQ`BMnAUnB[vCMlAEd@Gd@MrAMnAIr@M~AADKdBKbBGdBC`BCfBA`B?|DAfH?vC?`B?H?fA@tA?|B?vA?xAArAAjAAxAAdAGpBGzAEfACt@Cz@At@?^@t@@`ABfADzA@`A?p@Ax@Cv@Cn@G~@K~AGhACf@At@Av@A~B?l@Az@Ab@Ep@C^Gn@MfAQlAWtA]tB_@zB_@zBYbBYdB_@xBa@~Bi@bD_@tBY|AQhAYbBSfAOz@QbAYhBQjAWdBWbBQfAUzASrASrAW`BOdA[lBYhBa@jCUtAQlAi@lDc@rCQjAOhAE^Eh@KlAQjC[rEQ`CEp@S|B
37332d8b-e0bc-48c0-ab16-0c472ebce588,269,245,33,53.980746,-1.1995636,53.97862019999999,-1.2015164,ubnhIfhiFx@t@jBjBvAtAr@r@LLFFJJTRLHLFb@R
37332d8b-e0bc-48c0-ab16-0c472ebce588,290,193,51,53.97862019999999,-1.2015164,53.9796395,-1.2056039,kumhIntiF]bCADmAjHqAnIKh@
5ed409c5-937f-43e8-84fb-4616491c5cb9,1800,524,149,53.8623985,-0.8729368,53.87255740000001,-0.8915599999999999,__wgIzniDULYNaBl@iC|@uEtBgEfB_HvC}Av@]PSPOVKPENO~@Ox@Qn@Y|@g@hC{AnI_@nB}B|LuA~HEPc@|BiDbRkEpU
5ed409c5-937f-43e8-84fb-4616491c5cb9,2459,732,155,53.87255740000001,-0.8915599999999999,53.8946141,-0.8935864,o~xgIfcmD?A}@]aAKqS|@Q@oAJkMl@_I`@aOv@qXxAkJb@cIb@uAF_H^iI`@U@
5ed409c5-937f-43e8-84fb-4616491c5cb9,4137,509,285,53.8946141,-0.8935864,53.9170161,-0.9246217999999999,ih}gI|omDAPCnBGhFA\CbCCtBA`A?h@DlBJtEBt@?D?f@Cb@GPGJ_@XcDdAm@Vm@\c@^QNIJGREHALCL?N?N@PXbBFt@BnA?nB@dBCrAGlASjCQpBO~AO~AMnAM`BOpBMjBALIhAMbAOv@Mn@Mf@]dAGNYt@Uf@[n@m@nAi@lAeB~E}A`FgBrF_BfFyAzEsAdEaAdDsApEsAlEcAdDaAvC{@vCc@dB]|Ac@dC]xBUnAGZSbASr@Q^Ud@S\[b@IHEFA@EBGBOBMAKCSIi@]_@YIIc@[{AiAwAaAuA_AiCsBkAy@{@o@_Aq@YQo@QiASkAOcAS]Ii@WsAo@q@YOCg@M[C_@A]?Q@]BI@iAHm@Ac@Ks@Ym@KOCqAO]EMCMCcAa@k@SYMUEa@KK?EAG@KDEBGFEHUr@M^QJw@R{@PODMDQLGDIJIP
5ed409c5-937f-43e8-84fb-4616491c5cb9,1162,506,88,53.9170161,-0.9246217999999999,53.9200995,-0.9085917000000001,ktahIzqsDIm@AMAI?M@M?KDq@HgABgA?gAC{B?u@BqD@}@@}@@i@?e@A]Ci@KkBGcBEmAAq@AaBAqBAuCAg@AWCKKk@Su@i@qAkA_Dk@iBk@cBw@sBcAeCy@sB_@_Ac@mAYiAk@aCMy@EWASAO?Y?U
5ed409c5-937f-43e8-84fb-4616491c5cb9,1166,677,80,53.9200995,-0.9085917000000001,53.929956,-0.9033287999999999,sgbhItmpDwAs@mAe@u@Y_@SUOs@e@_BiAyAcAyAw@_AS{@GwBF_BJs@DO?e@CQCSGaA_@yAy@cAy@cA_A{@aAu@q@aAw@{@e@cB_AsAs@kAm@}A}@
5ed409c5-937f-43e8-84fb-4616491c5cb9,2058,259,130,53.929956,-0.9033287999999999,53.9480316,-0.8981812,gedhIxloDKGoAiAs@w@GEGEOGQEe@GmA?k@@{@GmA_@kBa@kCO}BWGA{Cg@{Ag@aCaACAu@KE?A?_BH{BTi@F[BcBRA?c@Ci@SiAo@gAc@q@GyAKwAYu@[o@OgAKm@GSCg@M]IcAg@yAs@{Bg@}A]yMqCwCe@}Ae@m@Q
5ed409c5-937f-43e8-84fb-4616491c5cb9,1410,321,76,53.9480316,-0.8981812,53.9529141,-0.9178723,evghIrlnDI~@Gh@O|ASzA_@hCy@lFEXc@`C_@lBa@rBc@nBa@|Ac@`BeAzDc@zA_@xAc@nBCJWnAQdAEXYxBGb@Gn@Eb@Gr@ItAG~@IzAs@xLKtAMrAKr@Kt@Id@Kh@[nA{@fDYjAU`AMl@I`@G^Kx@CR
5ed409c5-937f-43e8-84fb-4616491c5cb9,2566,337,185,53.9529141,-0.9178723,53.9719343,-0.9077623,uthhItgrDSC_H{@sSqBuEa@aIu@{LgAqHu@gG_@gAA]SIUEIEOCOESAK?KA[AsAA{D?sB?y@@q@DiB?m@?[?_@AQMsBMmBCYGc@G[CKEKCIEGIIKEGEYKa@IUMMIMMCCCEEICICIAGCSC]QkBIe@I[EMGKEEIEKEM?S@oAJcALQDSFaBt@uB|@k@RYFYDQ@Q?QAOCOEIEa@WcAo@mAs@UI
5ed409c5-937f-43e8-84fb-4616491c5cb9,1866,600,133,53.9719343,-0.9077623,53.9877729,-0.9150121999999999,qklhInhpDc@IKAe@Ea@AmABy@DqA@qAAO?y@@}@N]H[J[Je@ToB|@a@Va@\]Xk@j@m@h@e@b@c@f@oAtAkBfBwA`A_B`A_A`@aBh@_Bd@}Bn@sA^o@Rc@N]Hw@Lc@JaA^kAb@YNKHYP[ZGDWVMLkAfAm@f@mAbA_At@WTWVKJOLKJOJ[NKBYHOBM@m@?a@?i@GUAWEYE_@GaBY
5ed409c5-937f-43e8-84fb-4616491c5cb9,448,281,59,53.9877729,-0.9150121999999999,53.9911432,-0.9138509,qnohIxuqD]OKEQQMISSOOKKCCU]QSUYa@g@EGGGMM][y@w@a@q@Q[U[GIMOGEKEEAG?E@A?EBCBILKTEFQ^a@n@]d@WZOLMJWR
